Customer ID,Customer Name,Total_Spend,Total_Orders,Total_Profit,Avg_Order_Value,Spend_Tile,Customer_Segment
AG-10390,Allen Goldenen,200.95,5,69.28,25.12,10,Regular
JJ-15760,Joel Jenkins,195.0,2,34.45,65.0,10,Regular
AG-10765,Anthony Garverick,170.58,4,-8.43,34.12,10,Regular
ML-18265,Muhammed Lee,162.23,2,42.66,54.08,10,Regular
AO-10810,Anthony O'Donnell,161.28,1,12.1,161.28,10,Regular
PT-19090,Pete Takahito,160.57,4,-20.05,22.94,10,Regular
DA-13450,Dianna Arnett,156.76,4,56.79,19.6,10,Regular
MO-17950,Michael Oakman,154.29,2,-82.01,38.57,10,Regular
GH-14665,Greg Hansen,146.94,2,-5.81,48.98,10,Regular
PB-19210,Phillip Breyer,132.74,2,21.9,66.37,10,Regular
BO-11425,Bobby Odegard,130.83,2,59.45,65.42,10,Regular
EL-13735,Ed Ludwig,124.28,2,27.12,62.14,10,Regular
CC-12550,Clay Cheatham,113.83,3,33.87,28.46,10,Regular
RM-19750,Roland Murray,98.35,1,28.69,49.18,10,Regular
KS-16300,Karen Seio,88.47,3,0.11,22.12,10,Regular
AR-10570,Anemone Ratner,88.15,1,32.63,44.08,10,Regular
FW-14395,Fred Wasserman,79.75,3,23.49,26.58,10,Regular
JC-15340,Jasper Cacioppo,71.26,4,-0.36,17.82,10,Regular
AS-10135,Adrian Shami,58.82,2,21.85,19.61,10,Regular
LB-16735,Larry Blacks,50.19,3,18.65,16.73,10,Regular
RE-19405,Ricardo Emerson,48.36,1,6.05,48.36,10,Regular
SG-20890,Susan Gilcrest,47.95,3,-3.71,9.59,10,Regular
RS-19870,Roy Skaria,22.33,2,9.58,7.44,10,Regular
MG-18205,Mitch Gastineau,16.74,1,-1.25,8.37,10,Regular
CJ-11875,Carl Jackson,16.52,1,1.65,16.52,10,Regular
LD-16855,Lela Donovan,5.3,1,0.46,5.3,10,Regular
TS-21085,Thais Sissman,4.83,2,-3.32,2.42,10,Regular
